model_name,style,temperature,magnitude,method,accuracy,fpr,auc,aurc,aupr,ece,r,lbd,seed
wideresnet_tinyimagenet,ce,0.1,0.0,lgap,0.7933333333333333,0.35731792717086835,0.8913296333318275,0.04800232604613211,0.6502728277804459,0.15214367702448117,10,0.5,3
wideresnet_tinyimagenet,ce,0.2,0.0,lgap,0.7933333333333333,0.3560924369747899,0.8913618706891359,0.04800910809065397,0.6513465580239536,0.15312648769985474,10,0.5,3
wideresnet_tinyimagenet,ce,0.3,0.0,lgap,0.7933333333333333,0.3557422969187675,0.891320691583085,0.04802817518104759,0.6515121422509861,0.15475271854342687,10,0.5,3
wideresnet_tinyimagenet,ce,0.4,0.0,lgap,0.7933333333333333,0.3559173669467787,0.8912443337550074,0.04805480502030415,0.6516791648154799,0.1565343771590334,10,0.5,3
wideresnet_tinyimagenet,ce,0.5,0.0,lgap,0.7933333333333333,0.35679271708683474,0.8911362091879763,0.0480868048652148,0.6513089132060794,0.15707570914075605,10,0.5,3
wideresnet_tinyimagenet,ce,0.6,0.0,lgap,0.7933333333333333,0.35749299719887956,0.8910137307611217,0.04812191664390571,0.6510248370174481,0.15837735723031476,10,0.5,3
wideresnet_tinyimagenet,ce,0.7,0.0,lgap,0.7933333333333333,0.35626750700280113,0.890877133783621,0.048158632145144556,0.6508121138043793,0.15897041896616834,10,0.5,3
wideresnet_tinyimagenet,ce,0.8,0.0,lgap,0.7933333333333333,0.35661764705882354,0.8907338304945634,0.04819713171993362,0.6504395015553168,0.15919805488497432,10,0.5,3
wideresnet_tinyimagenet,ce,0.9,0.0,lgap,0.7933333333333333,0.35749299719887956,0.8905565250293667,0.048243861012156365,0.6499527445213115,0.15973188513320769,10,0.5,3
wideresnet_tinyimagenet,ce,1.0,0.0,lgap,0.7933333333333333,0.3588935574229692,0.8903717484977862,0.048292936528814084,0.6495060748728876,0.15937386275372575,10,0.5,3
wideresnet_tinyimagenet,ce,1.1,0.0,lgap,0.7933333333333333,0.359593837535014,0.8901928546956417,0.04833977069107191,0.6489479310780115,0.1581093711975134,10,0.5,3
wideresnet_tinyimagenet,ce,1.2,0.0,lgap,0.7933333333333333,0.3602941176470588,0.8899791939625312,0.04839437458342726,0.6483158940529887,0.15816349295847532,10,0.5,3
wideresnet_tinyimagenet,ce,1.3,0.0,lgap,0.7933333333333333,0.3601190476190476,0.8897918878572935,0.048443670137412444,0.6476562921459849,0.15900308805155672,10,0.5,3
wideresnet_tinyimagenet,ce,1.4,0.0,lgap,0.7933333333333333,0.3599439775910364,0.8895816391072559,0.04849761313146038,0.6470877771219401,0.15875996511429546,10,0.5,3
wideresnet_tinyimagenet,ce,1.5,0.0,lgap,0.7933333333333333,0.36134453781512604,0.88936480170025,0.04855291774376158,0.6467392681389227,0.15834348003897403,10,0.5,3
wideresnet_tinyimagenet,ce,1.7,0.0,lgap,0.7933333333333333,0.36204481792717086,0.8889659526444986,0.04865491743724894,0.6457002848261386,0.1574405528760205,10,0.5,3
wideresnet_tinyimagenet,ce,2,0.0,lgap,0.7933333333333333,0.36624649859943975,0.8883815623023402,0.048804570683492574,0.6442016256449079,0.15380161725709007,10,0.5,3
wideresnet_tinyimagenet,ce,2.3,0.0,lgap,0.7933333333333333,0.3699229691876751,0.8878065843272793,0.04895315218477242,0.6427419256234995,0.1503336934517655,10,0.5,3
