model_name,style,temperature,magnitude,method,accuracy,fpr,auc,aurc,aupr,ece,r,lbd,seed
densenet121_tinyimagenet,ce,0.1,0.0,lgap,0.7294444444444445,0.3950875856816451,0.8818845387539859,0.07597917411535399,0.6901762426974587,0.14835073154574877,10,0.5,1
densenet121_tinyimagenet,ce,0.2,0.0,lgap,0.7294444444444445,0.3941355674028941,0.8821776704601435,0.07592813237995129,0.6917165668860781,0.15256988521147932,10,0.5,1
densenet121_tinyimagenet,ce,0.3,0.0,lgap,0.7294444444444445,0.3926123381568926,0.8823375782531656,0.07590805741875388,0.6925085389423764,0.1558439060528245,10,0.5,1
densenet121_tinyimagenet,ce,0.4,0.0,lgap,0.7294444444444445,0.3910891089108911,0.8824362010912827,0.07589979354178042,0.6931212733365314,0.15774140370595785,10,0.5,1
densenet121_tinyimagenet,ce,0.5,0.0,lgap,0.7294444444444445,0.3907083015993907,0.8824733434881948,0.07590822808740051,0.6933711727246696,0.16029323448013102,10,0.5,1
densenet121_tinyimagenet,ce,0.6,0.0,lgap,0.7294444444444445,0.39375476009139376,0.8824587308873044,0.07592881461527588,0.6937079235675372,0.16265684622650348,10,0.5,1
densenet121_tinyimagenet,ce,0.7,0.0,lgap,0.7294444444444445,0.39394516374714394,0.8824130359647876,0.07595933961647054,0.6938181181752295,0.16408939357329574,10,0.5,1
densenet121_tinyimagenet,ce,0.8,0.0,lgap,0.7294444444444445,0.39223153084539225,0.8823451044756979,0.07599445572710818,0.6938040285736986,0.1665173046477139,10,0.5,1
densenet121_tinyimagenet,ce,0.9,0.0,lgap,0.7294444444444445,0.38994668697638996,0.8822399817181211,0.07603893824093913,0.6936616297992275,0.16835089830060804,10,0.5,1
densenet121_tinyimagenet,ce,1.0,0.0,lgap,0.7294444444444445,0.3874714394516375,0.8821126223939721,0.07608973490174796,0.6933879888651665,0.169249995806151,10,0.5,1
densenet121_tinyimagenet,ce,1.1,0.0,lgap,0.7294444444444445,0.3897562833206398,0.8819754398832713,0.07614381425025415,0.6931923000528576,0.17085382537554125,10,0.5,1
densenet121_tinyimagenet,ce,1.2,0.0,lgap,0.7294444444444445,0.3903274942878903,0.8817987691400636,0.0762090471371038,0.6928606147372468,0.17326555887961556,10,0.5,1
densenet121_tinyimagenet,ce,1.3,0.0,lgap,0.7294444444444445,0.39394516374714394,0.8816467785421728,0.07626596272121229,0.6926014639221427,0.17304531656102176,10,0.5,1
densenet121_tinyimagenet,ce,1.4,0.0,lgap,0.7294444444444445,0.3933739527798934,0.88146375449423,0.07633248658134614,0.6922840477728198,0.17394187753399215,10,0.5,1
densenet121_tinyimagenet,ce,1.5,0.0,lgap,0.7294444444444445,0.3933739527798934,0.8812841514565293,0.07639825237651135,0.6920384949824779,0.17481550854734249,10,0.5,1
densenet121_tinyimagenet,ce,1.7,0.0,lgap,0.7294444444444445,0.392993145468393,0.8808767580082917,0.07654708382252248,0.6913490211001788,0.1762161170065196,10,0.5,1
densenet121_tinyimagenet,ce,2,0.0,lgap,0.7294444444444445,0.39013709063214014,0.8802618069815195,0.07676788327167548,0.6900818935955667,0.1782724265857703,10,0.5,1
densenet121_tinyimagenet,ce,2.3,0.0,lgap,0.7294444444444445,0.39223153084539225,0.8796037023541243,0.07700126070322853,0.6889967803658932,0.17749390899100237,10,0.5,1
