model_name,style,temperature,magnitude,method,accuracy,fpr,auc,aurc,aupr,ece,r,lbd,seed
resnet34_tinyimagenet,ce,0.1,0.0,lgap,0.7419444444444444,0.3698989142643205,0.8936974657838709,0.06675139875765145,0.712455007762486,0.14553054526034326,10,0.5,2
resnet34_tinyimagenet,ce,0.2,0.0,lgap,0.7419444444444444,0.3721452639460876,0.8938845608394431,0.06673115758270347,0.7152975479737635,0.1493564323196188,10,0.5,2
resnet34_tinyimagenet,ce,0.3,0.0,lgap,0.7419444444444444,0.3740172220142269,0.8939425431789595,0.06673714435796742,0.7163491101706183,0.15213743875424068,10,0.5,2
resnet34_tinyimagenet,ce,0.4,0.0,lgap,0.7419444444444444,0.3742044178210408,0.8939140809532194,0.06676307472641059,0.717307698836344,0.15480302497796303,10,0.5,2
resnet34_tinyimagenet,ce,0.5,0.0,lgap,0.7419444444444444,0.3723324597529015,0.8938399280394334,0.06680028546637959,0.7177192074185264,0.1560827311976916,10,0.5,2
resnet34_tinyimagenet,ce,0.6,0.0,lgap,0.7419444444444444,0.3721452639460876,0.8937511661956209,0.06683854070936658,0.7179443124996454,0.15854210049120918,10,0.5,2
resnet34_tinyimagenet,ce,0.7,0.0,lgap,0.7419444444444444,0.3753275926619244,0.8936242700068793,0.06688732227553165,0.718036966736777,0.16059903078505564,10,0.5,2
resnet34_tinyimagenet,ce,0.8,0.0,lgap,0.7419444444444444,0.3775739423436915,0.8934747047887871,0.0669421337999393,0.7179415947899863,0.16242305456764167,10,0.5,2
resnet34_tinyimagenet,ce,0.9,0.0,lgap,0.7419444444444444,0.37888431299138897,0.8933071554740769,0.06700115350361693,0.7178449496078089,0.16410619232286183,10,0.5,2
resnet34_tinyimagenet,ce,1.0,0.0,lgap,0.7419444444444444,0.38075627105952825,0.8931135619634238,0.06706816869736601,0.7177095669864564,0.16588033717643055,10,0.5,2
resnet34_tinyimagenet,ce,1.1,0.0,lgap,0.7419444444444444,0.3830026207412954,0.8929189609403557,0.06713409747159393,0.7174669416966291,0.16646252804435788,10,0.5,2
resnet34_tinyimagenet,ce,1.2,0.0,lgap,0.7419444444444444,0.3850617746162486,0.8927174584572406,0.06720285215353781,0.7172872505909248,0.16776594613109613,10,0.5,2
resnet34_tinyimagenet,ce,1.3,0.0,lgap,0.7419444444444444,0.3863721452639461,0.8925193815163385,0.0672684675440389,0.7170979276434505,0.1693675974632303,10,0.5,2
resnet34_tinyimagenet,ce,1.4,0.0,lgap,0.7419444444444444,0.38655934107076,0.8923128414711454,0.06733640858658789,0.7167826693981748,0.17022027520152427,10,0.5,2
resnet34_tinyimagenet,ce,1.5,0.0,lgap,0.7419444444444444,0.3854361662298765,0.8921079638214382,0.06740589272203873,0.7165798571987649,0.1709243264483909,10,0.5,2
resnet34_tinyimagenet,ce,1.7,0.0,lgap,0.7419444444444444,0.3876825159116436,0.8916445584858941,0.06755804274372383,0.715869381560375,0.17343495936132966,10,0.5,2
resnet34_tinyimagenet,ce,2,0.0,lgap,0.7419444444444444,0.39030325720703857,0.8909813634383417,0.06777832827357973,0.7146855562931069,0.17475065415828592,10,0.5,2
resnet34_tinyimagenet,ce,2.3,0.0,lgap,0.7419444444444444,0.3946087607637589,0.8902809408070337,0.0680112718717539,0.7136231164465892,0.1734938932944917,10,0.5,2
