model_name,style,temperature,magnitude,method,accuracy,fpr,auc,aurc,aupr,ece,r,lbd,seed
resnet34_tinyimagenet,ce,0.1,0.0,lgap,0.7493055555555556,0.37738646895273403,0.8858413581879191,0.06654741028380644,0.6919776193181602,0.14072973678509393,10,0.5,1
resnet34_tinyimagenet,ce,0.2,0.0,lgap,0.7493055555555556,0.3759036144578313,0.8860263042367639,0.06652215544538077,0.6944342803039698,0.144242509463802,10,0.5,1
resnet34_tinyimagenet,ce,0.3,0.0,lgap,0.7493055555555556,0.3755329008341057,0.8861345402920012,0.06651403568966903,0.6959529178465956,0.14704742908684745,10,0.5,1
resnet34_tinyimagenet,ce,0.4,0.0,lgap,0.7493055555555556,0.376274328081557,0.8861652448275951,0.0665241082504537,0.696969216201741,0.14867111433193914,10,0.5,1
resnet34_tinyimagenet,ce,0.5,0.0,lgap,0.7493055555555556,0.37701575532900833,0.8861401882834984,0.06654560437763592,0.6976176047172408,0.1510728105587057,10,0.5,1
resnet34_tinyimagenet,ce,0.6,0.0,lgap,0.7493055555555556,0.37720111214087115,0.886091512865868,0.06657228965077289,0.6980293501031414,0.1546100869650642,10,0.5,1
resnet34_tinyimagenet,ce,0.7,0.0,lgap,0.7493055555555556,0.3788693234476367,0.885996010464188,0.06660935424225078,0.6982502145624225,0.15594571209409172,10,0.5,1
resnet34_tinyimagenet,ce,0.8,0.0,lgap,0.7493055555555556,0.37812789620018533,0.8858964004323281,0.06664882526651766,0.6983747361327279,0.15690869425733886,10,0.5,1
resnet34_tinyimagenet,ce,0.9,0.0,lgap,0.7493055555555556,0.3799814643188137,0.8857572031146105,0.06669659966601352,0.6984366821969048,0.15880446465116824,10,0.5,1
resnet34_tinyimagenet,ce,1.0,0.0,lgap,0.7493055555555556,0.3840593141797961,0.8856211378649052,0.06674402221300037,0.6984359287926999,0.1595379337616679,10,0.5,1
resnet34_tinyimagenet,ce,1.1,0.0,lgap,0.7493055555555556,0.38683966635773864,0.885476395246445,0.06679383182090308,0.698391286468026,0.1608268823288381,10,0.5,1
resnet34_tinyimagenet,ce,1.2,0.0,lgap,0.7493055555555556,0.38943466172381835,0.8853476210403086,0.06684088182776746,0.6982924973305951,0.16190808769832882,10,0.5,1
resnet34_tinyimagenet,ce,1.3,0.0,lgap,0.7493055555555556,0.39165894346617236,0.8851633424813681,0.06689946317401788,0.6980489347644097,0.16188688584085967,10,0.5,1
resnet34_tinyimagenet,ce,1.4,0.0,lgap,0.7493055555555556,0.39406858202038925,0.8849803475568585,0.06695871731524346,0.6979061435294809,0.16271341330475278,10,0.5,1
resnet34_tinyimagenet,ce,1.5,0.0,lgap,0.7493055555555556,0.3933271547729379,0.8847900102434028,0.06702106571702637,0.6976550890232239,0.16246221739126165,10,0.5,1
resnet34_tinyimagenet,ce,1.7,0.0,lgap,0.7493055555555556,0.3911028730305839,0.8844446612360373,0.0671342966013719,0.6973060876388889,0.16298372409513429,10,0.5,1
resnet34_tinyimagenet,ce,2,0.0,lgap,0.7493055555555556,0.39147358665430954,0.88386599883446,0.06732127063520578,0.6965279552556004,0.16220009670489363,10,0.5,1
resnet34_tinyimagenet,ce,2.3,0.0,lgap,0.7493055555555556,0.3935125115848007,0.8833221485986562,0.06749816881203675,0.6958293696959035,0.16097378241105212,10,0.5,1
