model_name,style,temperature,magnitude,method,accuracy,fpr,auc,aurc,aupr,ece,r,lbd,seed
swin_tinyimagenet,ce,0.1,0.0,lgap,0.8133333333333334,0.35382513661202186,0.8958840292008197,0.04039701486712736,0.6249832527580941,0.11234887859059707,10,0.5,4
swin_tinyimagenet,ce,0.2,0.0,lgap,0.8133333333333334,0.35433743169398907,0.8960668646727816,0.040372064935343135,0.6280339605755682,0.11402959781802363,10,0.5,4
swin_tinyimagenet,ce,0.3,0.0,lgap,0.8133333333333334,0.3557035519125683,0.8962009101369371,0.04035368589333669,0.6300095520045306,0.11513783124637687,10,0.5,4
swin_tinyimagenet,ce,0.4,0.0,lgap,0.8133333333333334,0.35604508196721313,0.896268123454983,0.040347711425647595,0.6314231313899149,0.11569069540283332,10,0.5,4
swin_tinyimagenet,ce,0.5,0.0,lgap,0.8133333333333334,0.35604508196721313,0.8963202169529013,0.04034402267838264,0.6322777298475168,0.11658672859530068,10,0.5,4
swin_tinyimagenet,ce,0.6,0.0,lgap,0.8133333333333334,0.35604508196721313,0.8963453743006764,0.04034477727458201,0.6332031947752514,0.11628369508104192,10,0.5,4
swin_tinyimagenet,ce,0.7,0.0,lgap,0.8133333333333334,0.3563866120218579,0.8963259345319411,0.040354460618724206,0.6338615782613416,0.11695076309765377,10,0.5,4
swin_tinyimagenet,ce,0.8,0.0,lgap,0.8133333333333334,0.35809426229508196,0.8963100523679417,0.040363125895128506,0.6343876561492428,0.11585588149829873,10,0.5,4
swin_tinyimagenet,ce,0.9,0.0,lgap,0.8133333333333334,0.3582650273224044,0.896270791658535,0.04037490439740577,0.6347038447928743,0.11588042752610313,10,0.5,4
swin_tinyimagenet,ce,1.0,0.0,lgap,0.8133333333333334,0.3587773224043716,0.8962189522752406,0.0403896093403294,0.6349934672168214,0.11507208206380408,10,0.5,4
swin_tinyimagenet,ce,1.1,0.0,lgap,0.8133333333333334,0.3584357923497268,0.8961653340895783,0.04040364943389262,0.6351151508941986,0.11458267361753517,10,0.5,4
swin_tinyimagenet,ce,1.2,0.0,lgap,0.8133333333333334,0.358948087431694,0.8960857962122691,0.04042430743908432,0.635123350930642,0.11364110706115348,10,0.5,4
swin_tinyimagenet,ce,1.3,0.0,lgap,0.8133333333333334,0.35963114754098363,0.8959885973685922,0.04044755317384161,0.6351150579464073,0.11404694757010375,10,0.5,4
swin_tinyimagenet,ce,1.4,0.0,lgap,0.8133333333333334,0.36082650273224043,0.8958855538885636,0.04047202420048962,0.635004972342644,0.1133052321202639,10,0.5,4
swin_tinyimagenet,ce,1.5,0.0,lgap,0.8133333333333334,0.3604849726775956,0.8957898797326307,0.04049541831989702,0.6349546489161806,0.11402862962438828,10,0.5,4
swin_tinyimagenet,ce,1.7,0.0,lgap,0.8133333333333334,0.3603142076502732,0.895597769076893,0.04054115552807306,0.6349217557365182,0.1125649484867851,10,0.5,4
swin_tinyimagenet,ce,2,0.0,lgap,0.8133333333333334,0.3645833333333333,0.8952478532396565,0.04062253512643557,0.6346390850979978,0.11142221143883134,10,0.5,4
swin_tinyimagenet,ce,2.3,0.0,lgap,0.8133333333333334,0.36885245901639346,0.8948795140921805,0.04070848916697609,0.6341208128262149,0.11490101396468363,10,0.5,4
