metric,value
fpr_mean,52.498
fpr_std,0.555
auc_mean,81.727
auc_std,0.058
aurc_mean,41.137
aurc_std,0.245
aupr_mean,87.542
aupr_std,0.186
ece_mean,46.158
ece_std,0.276
accuracy_mean,33.094
accuracy_std,0.235
