temperature,magnitude,fpr_mean,fpr_std,accuracy_mean,accuracy_std
0.1,0.0,0.3826750315935357,0.02071807094789822,0.7665277777777778,0.0005007710104811109
0.2,0.0,0.3837625465632379,0.019337872470739176,0.7665277777777778,0.0005007710104811109
0.3,0.0,0.38388306794133253,0.01928411935064854,0.7665277777777778,0.0005007710104811109
0.4,0.0,0.3842453649225252,0.020007278210763833,0.7665277777777778,0.0005007710104811109
0.5,0.0,0.38448638577575583,0.020146950849673478,0.7665277777777778,0.0005007710104811109
0.6,0.0,0.3849700138505106,0.01941354796375948,0.7665277777777778,0.0005007710104811109
0.7,0.0,0.3860573096518222,0.020892696796704312,0.7665277777777778,0.0005007710104811109
0.8,0.0,0.38672142968361584,0.02172829718026075,0.7665277777777778,0.0005007710104811109
0.9,0.0,0.38660113821718806,0.02042083767425708,0.7665277777777778,0.0005007710104811109
1.0,0.0,0.3866615248135483,0.019615240287426658,0.7665277777777778,0.0005007710104811109
1.1,0.0,0.3869030052125087,0.019095366136449094,0.7665277777777778,0.0005007710104811109
1.2,0.0,0.3880509066397691,0.017980631293346823,0.7665277777777778,0.0005007710104811109
1.3,0.0,0.3897420677106733,0.01681693283236168,0.7665277777777778,0.0005007710104811109
1.4,0.0,0.39016494827605386,0.016180437626961634,0.7665277777777778,0.0005007710104811109
1.5,0.0,0.3908288714588218,0.016539491178957925,0.7665277777777778,0.0005007710104811109
1.7,0.0,0.3926998682308112,0.016499613529237525,0.7665277777777778,0.0005007710104811109
2.0,0.0,0.3935456618690056,0.017368682524943984,0.7665277777777778,0.0005007710104811109
2.3,0.0,0.39662624801684015,0.018275305682276505,0.7665277777777778,0.0005007710104811109
